id;types;prepro_komposisi;cleaned_names;summary;;;
4739;tetes;tetryzoline;visto;visto tetes tetryzoline meringankan iritasi mata merah;;;
4740;tetes;tetrahydrozoline hydrochloride;visto;visto tetes tetrahydrozoline hydrochloride meringankan iritasi mata merah;;;
4741;salep;dexamethasone neomycin sulfate polymyxin b sulfate;cendo xitrol mata;cendo xitrol mata salep dexamethasone neomycin sulfate polymyxin b sulfate infeksi bakteri peka neomisindan polimiksin , blefaritis tidak bernanah , konjungtivits tidak bernanah , skleritis , tukak kornea keratitis;;;
4742;salep;dexamethasone;cendo xitrol mata;cendo xitrol mata salep dexamethasone infeksi bakteri peka neomisindan polimiksin , blefaritis tidak bernanah , konjungtivits tidak bernanah , skleritis , tukak kornea keratitis;;;
4743;salep;dexamethasone;cendo xitrol mata;cendo xitrol mata salep dexamethasone infeksi bakteri peka neomisindan polimiksin , blefaritis tidak bernanah , konjungtivits tidak bernanah , skleritis , tukak kornea keratitis;;;
4744;salep;chloramphenicol;cendo mycos eye ointment;cendo mycos eye ointment salep chloramphenicol infeksi okular disebabkan organisme sensitif chloramphenicol membutuhkan terapi kortikosteroid;;;
4745;salep;chloramphenicol;erlamycetin mata;erlamycetin mata salep chloramphenicol pengobatan konjunctivitis bakteri disebabkan escherichia coli , haemophilus influenzae , staphylococcus aereus , streptococcus haemolyticus;;;
4746;salep;chloramphenicol;erlamycetin mata;erlamycetin mata salep chloramphenicol pengobatan konjunctivitis bakteri disebabkan escherichia coli , haemophilus influenzae , staphylococcus aereus , streptococcus haemolyticus;;;
4747;tetes;chloramphenicol;erlamycetin eye;erlamycetin eye tetes chloramphenicol pengobatan irittis , uvetis , konjungtivitis , keratitis , dacryocystitis;;;
4748;tetes;chloramphenicol;cendo fenicol eye;cendo fenicol eye tetes chloramphenicol konjungtivitis infeksi e;;;
4749;tetes;chloramphenicol;cendo fenicol eye;cendo fenicol eye tetes chloramphenicol konjungtivitis infeksi e;;;
4750;salep;chloramphenicol;cendo fenicol mata;cendo fenicol mata salep chloramphenicol konjungtivitis infeksi e;;;
4751;tetes;potassium iodide sodium iodide;cendo vitrolenta eye drop;cendo vitrolenta eye drop tetes potassium iodide sodium iodide kekeruhan pendarahan vitreous body penyebabnya faktor usia , myopia , hypertonia , diabetes kekeruhan lensa gejalan katarak sinilis;;;
4752;tetes;potassium iodide sodium iodide;cendo vitrolenta eye drop;cendo vitrolenta eye drop tetes potassium iodide sodium iodide kekeruhan pendarahan vitreous body penyebabnya faktor usia , myopia , hypertonia , diabetes kekeruhan lensa gejalan katarak sinilis;;;
4753;tetes;potassium iodide;cendo vitrolenta eye drop;cendo vitrolenta eye drop tetes potassium iodide kekeruhan pendarahan vitreous body penyebabnya faktor usia , myopia , hypertonia , diabetes kekeruhan lensa gejalan katarak sinilis;;;
4754;tetes;chloramphenicol dexamethasone sodium phosphate;erlamycetin plus eye;erlamycetin plus eye tetes chloramphenicol dexamethasone sodium phosphate keratitis akut kronik konjungtivitis akibat infeksi disertai pembengkakan hebat  inflamasi uvea anterior iritis , iriocyclitis  scleritis , episcleritis , sympathetic ophtalmia miositis  pengelolaan radang pasca operasi katarak , glaukoma strabismus;;;
4755;tetes;chloramphenicol dexamethasone sodium phosphate;erlamycetin plus eye;erlamycetin plus eye tetes chloramphenicol dexamethasone sodium phosphate keratitis akut kronik konjungtivitis akibat infeksi disertai pembengkakan hebat  inflamasi uvea anterior iritis , iriocyclitis  scleritis , episcleritis , sympathetic ophtalmia miositis  pengelolaan radang pasca operasi katarak , glaukoma strabismus;;;
4756;tetes;chloramphenicol;erlamycetin plus eye;erlamycetin plus eye tetes chloramphenicol keratitis akut kronik konjungtivitis akibat infeksi disertai pembengkakan hebat  inflamasi uvea anterior iritis , iriocyclitis  scleritis , episcleritis , sympathetic ophtalmia miositis  pengelolaan radang pasca operasi katarak , glaukoma strabismus;;;
4757;tetes;pemirolast;alegysal eye;alegysal eye tetes pemirolast konjungtivitis alergi konjungtivitis vernal peradangan selaput mata;;;
4758;salep;dexamethasone sodium phosphate;alletrol compositum mata;alletrol compositum mata salep dexamethasone sodium phosphate peradangan mata disertai infeksi bakteri - chronic anterior uveitis luka kornea disebabkan bahan kimia , radiasi , iritasi termis penetrasi benda - benda asing - inflamasi okuler palpebrat bulbar conjunctiva , kornea anterior segment;;;
4759;tetes;chloramphenicol;cendo fenicol eye;cendo fenicol eye tetes chloramphenicol konjungtivitis infeksi bakteri gram positif negatif;;;
4760;tetes;brinzolamide;cendo glopac eye;cendo glopac eye tetes brinzolamide hipertensi okular , glaukoma sudut terbuka;;;
4761;tetes;brinzolamide;cendo glopac eye;cendo glopac eye tetes brinzolamide hipertensi okular , glaukoma sudut terbuka;;;
4762;salep;chloramphenicol;cendo mycetine mata;cendo mycetine mata salep chloramphenicol mengobati radang kelopak mata , radang selaput ikat mata , radang selaput bening mata , radang kantung air mata;;;
4763;tetes;sodium chloride;cendo siloxan eye drop;cendo siloxan eye drop tetes sodium chloride bantuan pra - operasi pengangkatan katarak implan lensa mata;;;
4764;tetes;levofloxacin hemihydrate;cravit eye;cravit eye tetes levofloxacin hemihydrate infeksi mata bagianluar akibat bakteri sensitif levofloksasin;;;
4765;tetes;dibekacin sulfate;dibekacin eye;dibekacin eye tetes dibekacin sulfate ulkus kornea , infeksi kelenjar tarsal , hordeolum , blefaritis , dakriosistitis , konjungtivitis , keratitis , episkleritis;;;
4766;tetes;diquafosol sodium;diquas;diquas tetes diquafosol sodium digunakan mengatasi mata kering;;;
4767;tetes;diquafosol sodium;diquas;diquas tetes diquafosol sodium digunakan mengatasi mata kering;;;
4768;tetes;diquafosol sodium;diquas;diquas tetes diquafosol sodium digunakan mengatasi mata kering;;;
4769;tetes;diquafosol sodium;diquas;diquas tetes diquafosol sodium digunakan mengatasi mata kering;;;
4770;tetes;gentamicin sulfate;genoint eye;genoint eye tetes gentamicin sulfate untuk pengobatan infeksi topikal infeksi kulit primer sekunder disebabkan bakteri peka gentamicin;;;
4771;tetes;gentamicin sulfate;genoint eye;genoint eye tetes gentamicin sulfate untuk pengobatan infeksi topikal infeksi kulit primer sekunder disebabkan bakteri peka gentamicin;;;
4772;tablet;acetazolamide;glauseta;glauseta tablet acetazolamide glaukoma sudut terbuka , glaukoma sekunder operasi glaukoma sudut tertutup;;;
4773;tablet;acetazolamide;glauseta;glauseta tablet acetazolamide glaukoma sudut terbuka , glaukoma sekunder operasi glaukoma sudut tertutup;;;
4774;tetes;sodium hyaluronate;hialid eye;hialid eye tetes sodium hyaluronate menyembuhkan terbakar , iritasi , ketidaknyamanan mata kering , mempercepat penyembuhan luka permukaan bola mata sindrom sjogren sindrom sicca;;;
4775;tetes;sodium hyaluronate;hyaloph eye;hyaloph eye tetes sodium hyaluronate menyembuhkan terbakar , iritasi ketidaknyamanan akibat mata kering , mempercepat penyembuhan gangguan permukaan bola mata , sindrom sjogren sicca mata kering;;;
4776;tetes;sodium hyaluronate;hyaloph eye;hyaloph eye tetes sodium hyaluronate menyembuhkan terbakar , iritasi ketidaknyamanan akibat mata kering , mempercepat penyembuhan gangguan permukaan bola mata , sindrom sjogren sicca mata kering;;;
4777;tetes;moxifloxacin hydrochloride;molcin eye;molcin eye tetes moxifloxacin hydrochloride terapi keratitis bakterial;;;
4778;tetes;gentamicin sulfate;sagestam eareye;sagestam eareye tetes gentamicin sulfate pengobatan infeksi struktur eksternal mata adneksanya , disebabkan bakteri sensitif;;;
4779;tetes;ofloxacin;akilen eye drop;akilen eye drop tetes ofloxacin mengobati ulkus kornea konjungtivitis disebabkan strain bakteri sensitif;;;
4780;tetes;dexamethasone sodium phosphate neomycin sulfate polymyxin b sulfate;alletrol compositum eye drop;alletrol compositum eye drop tetes dexamethasone sodium phosphate neomycin sulfate polymyxin b sulfate peradangan mata disertai infeksi bakteri - chronic anterior uveitis luka kornea disebabkan bahan kimia , radiasi , iritasi termis penetrasi benda - benda asing - inflamasi okuler palpebrat bulbar conjunctiva , kornea anterior segment;;;
4781;tetes;dexamethasone phosphate;alletrol compositum eye drop;alletrol compositum eye drop tetes dexamethasone phosphate peradangan mata disertai infeksi bakteri - chronic anterior uveitis luka kornea disebabkan bahan kimia , radiasi , iritasi termis penetrasi benda - benda asing - inflamasi okuler palpebrat bulbar conjunctiva , kornea anterior segment;;;
4782;tetes;ciprofloxacin hydrochloride;baquinor eye;baquinor eye tetes ciprofloxacin hydrochloride ulkus kornea disebabkan bakteri pseudomonas aeruginosa , serratia marcescens , staphylococcusa aureus , streptococcus epidermidis , streptococcus pneumoniae , streptococcus viridans  konjungtivitis disebabkan bakteri staphylococcusa aureus , streptococcus epidermidis , streptococcus pneumoniae;;;
4783;tetes;dexamethasone sodium metasulfobenzoate;blecidex eyeear;blecidex eyeear tetes dexamethasone sodium metasulfobenzoate terapi jangka pendek gangguan mata responsif kortikosteroid membutuhkan profilaksis antibiotik  radang kelopak mata blefaritis non purulen  radang telinga akut kronis;;;
4784;tetes;tobramycin;bralifex eye;bralifex eye tetes tobramycin infeksi eksternal bola mata struktur terkait disebabkan bakteri sensitif;;;
4785;tetes;tobramycin;bralifex eye;bralifex eye tetes tobramycin infeksi eksternal bola mata struktur terkait disebabkan bakteri sensitif;;;
4786;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4787;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4788;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4789;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4790;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4791;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4792;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4793;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4794;tetes;pilocarpine hydrochloride;cendo carpine eye;cendo carpine eye tetes pilocarpine hydrochloride anti glaukoma simplek kronis;;;
4795;tetes;pilocarpine;cendo carpine eye;cendo carpine eye tetes pilocarpine anti glaukoma simplek kronis;;;
4796;tetes;idoxuridine;cendo cendrid eye;cendo cendrid eye tetes idoxuridine keratitis akibat infeksi virus superfisial , keratitis dendritis , keratitis metaherpetikum erosi kornea virus herpes;;;
4797;tetes;idoxuridine;cendo cendrid eye;cendo cendrid eye tetes idoxuridine keratitis akibat infeksi virus superfisial , keratitis dendritis , keratitis metaherpetikum erosi kornea virus herpes;;;
4798;tetes;sulfacetamide sodium prednisolone sodium phosphate;cendo cetapred eye;cendo cetapred eye tetes sulfacetamide sodium prednisolone sodium phosphate kontrol topikal alergi penyakit radang mata membutuhkan efek antibakterial  blefaritis alergi radang kelopak mata akibat alergi , konjungtivitis alergi radang selaput ikat mata akibat alergi , benda asing , abrasi lecet terkikisnya selaput bening laserasi robek;;;
4799;tetes;sulfacetamide sodium prednisolone sodium phosphate;cendo cetapred eye;cendo cetapred eye tetes sulfacetamide sodium prednisolone sodium phosphate kontrol topikal alergi penyakit radang mata membutuhkan efek antibakterial  blefaritis alergi radang kelopak mata akibat alergi , konjungtivitis alergi radang selaput ikat mata akibat alergi , benda asing , abrasi lecet terkikisnya selaput bening laserasi robek;;;
4800;tetes;prednisolone;cendo cetapred eye;cendo cetapred eye tetes prednisolone kontrol topikal alergi penyakit radang mata membutuhkan efek antibakterial  blefaritis alergi radang kelopak mata akibat alergi , konjungtivitis alergi radang selaput ikat mata akibat alergi , benda asing , abrasi lecet terkikisnya selaput bening laserasi robek;;;
4801;tetes;prednisolone;cendo cetapred eye;cendo cetapred eye tetes prednisolone kontrol topikal alergi penyakit radang mata membutuhkan efek antibakterial  blefaritis alergi radang kelopak mata akibat alergi , konjungtivitis alergi radang selaput ikat mata akibat alergi , benda asing , abrasi lecet terkikisnya selaput bening laserasi robek;;;
4802;tetes;prednisolone;cendo cetapred eye;cendo cetapred eye tetes prednisolone kontrol topikal alergi penyakit radang mata membutuhkan efek antibakterial  blefaritis alergi radang kelopak mata akibat alergi , konjungtivitis alergi radang selaput ikat mata akibat alergi , benda asing , abrasi lecet terkikisnya selaput bening laserasi robek;;;
4803;salep;hydrocortisone acetate;cendo corthon eye;cendo corthon eye salep hydrocortisone acetate meringankan menangani peradangan non - infeksius alergi kelopak mata , selaput ikat mata , kornea , sklera selaput mata kera , saluran uvea lapisan mata selaput pelangi , badan siliar , koroid anterior , luka bakar akibat bahan kimia suhu panas;;;
4804;tetes;cyclopentolate  hydrochloride;cendo cyclon eye;cendo cyclon eye tetes cyclopentolate  hydrochloride iritis iridosistitis , keratitis , koroidis mencegah adesilentikular;;;
4805;tetes;cyclopentolate  hydrochloride;cendo cyclon eye;cendo cyclon eye tetes cyclopentolate  hydrochloride iritis iridosistitis , keratitis , koroidis mencegah adesilentikular;;;
4806;tetes;cyclopentolate hydrochloride;cendo cyclon eye;cendo cyclon eye tetes cyclopentolate hydrochloride iritis iridosistitis , keratitis , koroidis mencegah adesilentikular;;;
4807;tetes;dexamethasone sodium phosphate neomycin sulfate;cendo dexaton eye;cendo dexaton eye tetes dexamethasone sodium phosphate neomycin sulfate gangguan alergi radang dijumpai segmen anterior mata , mengontrol glaukoma sekunder radang uveal anterior;;;
4808;tetes;dexamethasone sodium phosphate neomycin sulfate;cendo dexaton eye;cendo dexaton eye tetes dexamethasone sodium phosphate neomycin sulfate gangguan alergi radang dijumpai segmen anterior mata , mengontrol glaukoma sekunder radang uveal anterior;;;
4809;tetes;dexamethasone sodium phosphate neomycin sulfate;cendo dexaton eye;cendo dexaton eye tetes dexamethasone sodium phosphate neomycin sulfate gangguan alergi radang dijumpai segmen anterior mata , mengontrol glaukoma sekunder radang uveal anterior;;;
4810;tetes;dexamethasone sodium phosphate;cendo dexaton eye;cendo dexaton eye tetes dexamethasone sodium phosphate gangguan alergi radang dijumpai segmen anterior mata , mengontrol glaukoma sekunder radang uveal anterior;;;
4811;tetes;dexamethasone sodium phosphate;cendo dexaton eye;cendo dexaton eye tetes dexamethasone sodium phosphate gangguan alergi radang dijumpai segmen anterior mata , mengontrol glaukoma sekunder radang uveal anterior;;;
